,task1,task2,task3,task4,task5,task6,task7,task8,task9,task10,task11
2867,0.0,0.0,0.10666666666666666,0.02,0.03,0.07166666666666666,0.0,0.0,0.0,0.01,0.0
2868,0.03,0.04,0.06,0.04,0.08833333333333332,0.01,0.04,0.09,0.0,0.0,0.05
2869,0.0,0.01,0.03,0.03,0.03,0.04,0.06,0.0,0.0,0.01,0.0
2870,0.01,0.04833333333333333,0.145,0.03,0.0675,0.03,0.04,0.01,0.04,0.06,0.04
2871,0.0,0.01,0.02,0.0,0.31,0.06,0.0,0.0,0.0,0.0,0.02
2872,0.0,0.01,0.03,0.06,0.38,0.15,0.0,0.004,0.02,0.0,0.0
2873,0.0,0.01,0.455,0.2725,0.01,0.02,0.0,0.0,0.0,0.02,0.0
2874,0.0,0.0,0.12,0.01,0.07666666666666667,0.05,0.03,0.0,0.0,0.01,0.03
2875,0.01,0.055,0.1366666666666667,0.1175,0.035,0.02,0.02,0.01,0.01,0.04,0.0
2876,0.0,0.0,0.12,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0
2877,0.01,0.0425,0.05,0.08166666666666667,0.03,0.03,0.01,0.01,0.32,0.01,0.01
2878,0.02,0.03333333333333333,0.69,0.1856666666666667,0.1716666666666667,0.03666666666666667,0.02,0.01,0.0,0.0,0.0
2879,0.0,0.026000000000000002,0.4524166666666667,0.10033333333333333,0.025,0.03,0.0,0.01,0.01,0.01,0.03
2880,0.02,0.04666666666666666,0.07,0.085,0.18,0.03,0.03,0.01,0.0,0.0,0.03
2881,0.02,0.02,0.2475,0.08,0.1,0.03,0.01,0.03,0.03,0.01,0.02
2882,0.06,0.05866666666666667,0.06833333333333334,0.11083333333333334,0.11833333333333335,0.09,0.02,0.03366666666666667,0.04,0.0,0.0
2883,0.02,0.025,0.14,0.08,0.1,0.11599999999999999,0.03,0.03,0.08,0.0,0.04
2884,0.0,0.03,0.2866666666666666,0.07,0.07,0.04,0.0125,0.0,0.0,0.0,0.01
2885,0.0,0.0,0.14,0.0,0.11,0.05,0.0,0.01,0.0,0.0,0.02
2886,0.01,0.0,0.04,0.0325,0.07,0.02,0.0,0.05,0.02,0.0,0.0
2887,0.0,0.01,0.08,0.02,0.14,0.12,0.0,0.0,0.0,0.0,0.01
2888,0.04,0.15,0.0825,0.20166666666666663,0.07,0.02,0.02,0.03,0.04,0.0,0.04
2889,0.005,0.003333333333333333,0.0,0.01,0.02,0.03,0.02,0.0,0.0,0.0,0.01
2890,0.0,0.04,0.05,0.03,0.12,0.1,0.01,0.0,0.0,0.02,0.0
2891,0.01,0.04285714285714286,0.07,0.09999999999999998,0.13,0.06,0.0,0.04,0.02,0.0,0.01
2892,0.015,0.1,0.03666666666666667,0.01,0.03,0.03,0.01,0.0,0.03,0.02,0.01
2893,0.0,0.02,0.07,0.0,0.01,0.02,0.03,0.01,0.0,0.02,0.0
2894,0.01,0.05833333333333333,0.075,0.10583333333333333,0.005,0.013333333333333332,0.0,0.01,0.67,0.01,0.0
2895,0.0,0.02,0.09,0.055,0.09,0.07,0.0,0.08,0.0,0.0,0.01
2896,0.01,0.07,0.08,0.06,0.18666666666666665,0.2,0.0,0.03,0.0,0.01,0.0
2897,0.02,0.085,0.18,0.1,0.10333333333333333,0.06,0.03,0.02,0.02,0.0,0.02
2898,0.03,0.028333333333333335,0.03,0.10833333333333334,0.02,0.06166666666666666,0.0,0.03,0.02,0.0,0.02
2899,0.02,0.04833333333333334,0.03,0.095,0.12,0.13,0.0,0.02,0.0,0.01,0.03
2900,0.01,0.02,0.23183333333333334,0.10933333333333334,0.01,0.0,0.03,0.01,0.01,0.01,0.0
2901,0.0,0.0,0.07400000000000001,0.06166666666666667,0.092,0.0325,0.01,0.0,0.0,0.0,0.0
2902,0.0,0.03,0.14,0.06333333333333334,0.075,0.16,0.025,0.01,0.0,0.0,0.0
2903,0.0,0.003333333333333333,0.17733333333333334,0.02,0.02,0.0,0.0,0.0,0.0,0.01,0.0
2904,0.0,0.020499999999999997,0.1,0.02,0.54,0.06,0.0,0.04,0.0,0.0,0.01
2905,0.0,0.0,0.5293333333333332,0.0,0.04,0.02,0.0,0.01,0.0,0.0,0.0
2906,0.01,0.02,0.0,0.01,0.05,0.0,0.0,0.15,0.01,0.0,0.01
2907,0.0,0.01,0.64,0.09,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2908,0.0,0.02,0.3818333333333333,0.0,0.3766666666666667,0.0,0.01,0.0,0.0,0.0,0.0
2909,0.08,0.0,0.075,0.135,0.013999999999999999,0.0,0.0,0.0,0.05,0.03,0.0
2910,0.0,0.46,0.04,0.4733333333333334,0.03,0.01,0.01,0.02,0.02,0.01,0.005
2911,0.0,0.03,0.03,0.015,0.18,0.2,0.0,0.01,0.01,0.0,0.02
2912,0.01,0.03,0.18,0.075,0.08,0.06,0.01,0.055,0.0,0.0,0.02
2913,0.0,0.01,0.0375,0.02571428571428571,0.027142857142857146,0.03,0.0,0.0,0.71,0.0,0.0
2914,0.01,0.0325,0.195,0.05,0.07,0.05,0.01,0.02,0.0,0.0,0.0
2915,0.01,0.06,0.05,0.18,0.0,0.01,0.0,0.01,0.0,0.0,0.01
2916,0.01,0.03,0.1,0.03,0.07,0.21,0.0,0.0,0.0,0.02,0.0
2917,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0
2918,0.0,0.006666666666666666,0.0225,0.035,0.05,0.04,0.0,0.0,0.0,0.0,0.0
2919,0.0,0.02,0.08,0.018333333333333333,0.01,0.01,0.01,0.0,0.03,0.01,0.0
2920,0.01,0.02,0.10099999999999999,0.06,0.2825,0.03,0.0,0.02,0.02,0.02,0.03
2921,0.0,0.0,0.03,0.01,0.03,0.01,0.0,0.01,0.0,0.0,0.0
2922,0.0,0.05,0.07666666666666667,0.0725,0.11,0.03,0.0,0.02,0.0,0.0,0.01
2923,0.0,0.005,0.05666666666666667,0.046190476190476185,0.01,0.01,0.0,0.01,0.86,0.02,0.01
2924,0.0,0.01,0.02,0.02,0.01,0.0,0.0,0.01,0.0,0.0,0.0
2925,0.0,0.02,0.06,0.06,0.0625,0.03,0.003333333333333333,0.02,0.03,0.0,0.0
2926,0.0,0.01,0.09,0.0,0.27,0.07,0.0,0.0,0.0,0.0,0.0
2927,0.0,0.02,0.02,0.04166666666666666,0.0,0.01,0.01,0.01,0.87,0.0,0.0
2928,0.0,0.01,0.23,0.03666666666666667,0.03,0.01,0.0,0.0,0.0,0.01,0.0
2929,0.0,0.01,0.36,0.02,0.01,0.02,0.0,0.0,0.0,0.0,0.0
2930,0.0,0.03,0.2,0.0325,0.08,0.03,0.01,0.0,0.0,0.0,0.0
2931,0.015,0.016666666666666666,0.192,0.095,0.016666666666666666,0.01,0.01,0.01,0.03,0.0,0.04
2932,0.0,0.0,0.0,0.02,0.02,0.12,0.0,0.02,0.0,0.0,0.0
2933,0.0,0.01,0.0,0.0,0.25,0.48,0.0,0.0,0.0,0.0,0.0
2934,0.02,0.028333333333333332,0.17916666666666664,0.0975,0.06,0.05,0.01,0.02,0.0,0.0,0.0
2935,0.01,0.02,0.22,0.10550000000000001,0.115,0.02,0.01,0.0,0.0,0.0,0.0
2936,0.0,0.0,0.06,0.0,0.045,0.15,0.01,0.01,0.0,0.0,0.02
2937,0.02,0.12250000000000001,0.07,0.20050000000000004,0.2996666666666667,0.295,0.01,0.17509523809523814,0.03,0.0,0.01
2938,0.022857142857142857,0.0084,0.055,0.03,0.02,0.02,0.0,0.0,0.0,0.0,0.0
2939,0.0,0.0,0.15,0.02,0.01,0.01,0.0,0.0,0.0,0.01,0.0
2940,0.01,0.01,0.38,0.38666666666666666,0.02,0.03,0.0,0.52,0.0,0.0,0.0
2941,0.0,0.03,0.04,0.03666666666666667,0.19,0.14,0.01,0.04,0.0,0.0,0.0
2942,0.0,0.02,0.08,0.06,0.03,0.01,0.0,0.0,0.06,0.0,0.0
2943,0.01,0.0,0.0,0.03,0.11666666666666668,0.18,0.01,0.02,0.0,0.01,0.0
2944,0.0,0.0,0.0,0.0,0.75,0.13,0.0,0.01,0.0,0.0,0.0
2945,0.004,0.02,0.25,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0
2946,0.0014285714285714286,0.07066666666666667,0.06,0.12666666666666665,0.07166666666666666,0.022857142857142857,0.013333333333333332,0.013333333333333332,0.0,0.01,0.02
2947,0.0,0.0,0.08,0.0,0.07666666666666666,0.03,0.08,0.02,0.0,0.01,0.02
2948,0.0,0.03,0.03,0.03,0.11333333333333333,0.06,0.01,0.0,0.0,0.02,0.0
2949,0.01,0.01,0.01,0.01,0.1,0.12,0.02,0.01,0.0,0.01,0.0
2950,0.0,0.03,0.02,0.03,0.035,0.12,0.0,0.0,0.0,0.0,0.0
2951,0.0,0.04,0.01,0.03,0.04,0.01,0.01,0.0,0.0,0.0,0.0
2952,0.0,0.5126666666666666,0.005,0.5154047619047618,0.01,0.01,0.01,0.01,0.0,0.0,0.0
2953,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2954,0.02,0.02,0.03,0.3833333333333333,0.01,0.01,0.31,0.01,0.0,0.0,0.01
2955,0.01,0.045,0.085,0.0375,0.08,0.08666666666666668,0.0,0.0,0.0,0.0,0.0
2956,0.005,0.0275,0.07,0.03,0.11,0.05,0.02,0.0,0.0,0.0,0.02
2957,0.0,0.07,0.1,0.04,0.035,0.03,0.0,0.0,0.0,0.0,0.0
2958,0.01,0.09,0.69,0.064,0.22,0.0,0.02,0.025,0.0,0.0,0.01
2959,0.04954545454545455,0.10095652173913043,0.19,0.1675,0.16714285714285715,0.09,0.01,0.06,0.15,0.02,0.015
2960,0.0,0.04,0.02,0.2,0.03,0.05,0.01,0.0,0.02,0.03,0.0
2961,0.0,0.02,0.12,0.05,0.09,0.003333333333333333,0.0,0.04,0.0,0.0,0.02
2962,0.0,0.04,0.12,0.06,0.05,0.06,0.01,0.03,0.03,0.01,0.09
2963,0.02333333333333333,0.05,0.05,0.14333333333333334,0.03,0.08666666666666668,0.01,0.035,0.02,0.0,0.01
2964,0.0,0.0425,0.0125,0.145,0.03,0.02,0.0,0.01,0.01,0.0,0.0
2965,0.01,0.04,0.09,0.015,0.1,0.07,0.0,0.04,0.0,0.01,0.01
2966,0.0,0.063,0.1,0.013333333333333332,0.37,0.26,0.02,0.0,0.01,0.0,0.0
2967,0.015,0.0025,0.03,0.02,0.05333333333333334,0.02,0.0,0.0,0.0,0.0,0.0
2968,0.0,0.0,0.02,0.0,0.9,0.09166666666666666,0.0,0.0,0.0,0.0,0.01
2969,0.0,0.0,0.02,0.03,0.02,0.015,0.0,0.0,0.0,0.0,0.0
2970,0.0,0.0,0.0,0.0,0.525,0.0,0.0,0.0,0.0,0.0,0.0
2971,0.0,0.01,0.03,0.01,0.02,0.04,0.0,0.0,0.0,0.0,0.0
2972,0.03,0.0275,0.27,0.0575,0.02,0.04033333333333333,0.0,0.0,0.01,0.0,0.0
2973,0.0,0.0,0.01,0.01,0.305,0.06,0.0,0.0,0.0,0.0,0.0
2974,0.01,0.0,0.05,0.01,0.01,0.01,0.01,0.0,0.75,0.02,0.0
2975,0.005,0.0,0.034,0.04666666666666666,0.01,0.02,0.0,0.01,0.7,0.0,0.0
2976,0.01,0.0,0.02,0.03,0.01,0.0,0.0,0.0,0.87,0.02,0.01
2977,0.0,0.01,0.03,0.02,0.01,0.0,0.0,0.0,0.93,0.0,0.02
2978,0.0,0.07916666666666666,0.0925,0.125,0.04,0.01,0.0025,0.01,0.02,0.01,0.0
2979,0.02,0.02,0.2633333333333333,0.0525,0.02,0.10083333333333334,0.0,0.0,0.0,0.01,0.0
2980,0.0,0.01,0.08,0.0,0.215,0.01,0.0,0.0,0.0,0.0,0.0
2981,0.01,0.0,0.05,0.04,0.1,0.07,0.0,0.04,0.0,0.0,0.0
2982,0.01,0.0,0.095,0.0,0.006666666666666666,0.0,0.0,0.01,0.0,0.0,0.0
2983,0.02,0.025,0.04,0.03,0.02,0.03,0.0175,0.02,0.01,0.0,0.01
2984,0.01,0.025,0.075,0.05333333333333334,0.08,0.05,0.0,0.05333333333333333,0.02,0.02,0.0
2985,0.0,0.03666666666666667,0.01,0.4430714285714285,0.0,0.0,0.01,0.0,0.0,0.0,0.0
2986,0.02,0.15,0.02,0.145,0.11,0.05,0.0,0.02,0.0,0.01,0.0
2987,0.0,0.0,0.8416666666666667,0.2465,0.3214166666666667,0.03,0.02,0.01,0.0,0.0,0.0
2988,0.035,0.08333333333333331,0.12095238095238095,0.29383333333333334,0.06,0.32766666666666666,0.0,0.03333333333333333,0.01,0.0,0.0
2989,0.03,0.13416666666666668,0.08,0.30111904761904756,0.01,0.26899999999999996,0.0,0.005,0.0,0.01,0.0
2990,0.0,0.0,0.09,0.015,0.22,0.1,0.01,0.01,0.0,0.01,0.0
2991,0.0,0.0,0.04333333333333333,0.0,0.04,0.02,0.0,0.0,0.15,0.0,0.0
2992,0.0,0.02,0.06,0.01,0.03,0.01,0.0,0.0,0.01,0.0,0.0
2993,0.01,0.01,0.04,0.04,0.19,0.03,0.0,0.01,0.03,0.0,0.0
2994,0.006,0.05,0.11,0.18,0.03,0.03,0.14,0.01,0.0,0.0,0.0
2995,0.0,0.02,0.15166666666666667,0.03,0.19,0.13,0.0,0.01,0.01,0.0,0.0
2996,0.01,0.04,0.04,0.01,0.075,0.01,0.01,0.02,0.01,0.0,0.0
2997,0.008333333333333333,0.04166666666666666,0.42666666666666664,0.0,0.04,0.01,0.01,0.01,0.04,0.0,0.01
2998,0.018000000000000002,0.065,0.32800000000000007,0.1725,0.1,0.05,0.0125,0.01,0.04,0.02,0.05
2999,0.0,0.06,0.35,0.05,0.06,0.03,0.0,0.19,0.01,0.0,0.0
3000,0.02,0.026666666666666665,0.67,0.005,0.025,0.01,0.01,0.0,0.0,0.02,0.01
3001,0.0,0.0,0.312,0.11,0.04,0.01,0.0,0.0,0.01,0.05,0.02
3002,0.0,0.0,0.02,0.01,0.02,0.0,0.08,0.01,0.0,0.0,0.01
3003,0.0,0.02166666666666667,0.2733333333333334,0.07333333333333333,0.01,0.0,0.02,0.05,0.0,0.0,0.0
3004,0.0,0.04,0.01,0.0,0.01,0.01,0.0,0.0,0.96,0.0,0.01
3005,0.0,0.02,0.04,0.03,0.19,0.0,0.07,0.01,0.0,0.0,0.0
3006,0.0,0.0,0.01,0.01,0.1,0.06,0.02,0.0,0.0,0.0,0.01
3007,0.0,0.0,0.11,0.0,0.09,0.06,0.02,0.0,0.0,0.0,0.0
3008,0.02,0.01,0.04,0.025,0.05,0.01,0.0,0.0,0.0,0.02,0.01
3009,0.0,0.02,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3010,0.01,0.03,0.75,0.03,0.005,0.01,0.01,0.0,0.0,0.0,0.0
3011,0.0,0.01,0.03,0.06666666666666667,0.24333333333333335,0.06,0.01,0.0,0.0,0.0,0.0
3012,0.02,0.01,0.24333333333333332,0.10833333333333334,0.01,0.0,0.0,0.0,0.01,0.01,0.0
3013,0.02,0.06,0.245,0.0,0.02,0.11333333333333333,0.0,0.0,0.0,0.0,0.0
3014,0.01,0.06,0.155,0.06333333333333332,0.035,0.04,0.0,0.01,0.0,0.0,0.08
3015,0.0,0.023333333333333334,0.2275,0.026666666666666665,0.05,0.02,0.0,0.0,0.0,0.01,0.04
3016,0.02,0.02,0.1725,0.07,0.03,0.036000000000000004,0.0,0.016666666666666666,0.02,0.0,0.0
3017,0.0,0.01,0.01,0.01,0.07,0.06,0.0,0.0,0.0,0.02,0.0
3018,0.0,0.02,0.165,0.03,0.01,0.026000000000000002,0.0,0.01,0.0,0.0,0.01
3019,0.0,0.01,0.02,0.035333333333333335,0.03,0.08,0.01,0.02,0.0,0.01,0.0
3020,0.01,0.043,0.23666666666666664,0.075,0.09,0.03,0.0,0.01,0.02,0.03,0.03
3021,0.02,0.0,0.065,0.04166666666666667,0.075,0.08,0.01,0.005,0.0,0.01,0.0
3022,0.0,0.03,0.2,0.02583333333333333,0.07200000000000001,0.01,0.01,0.002857142857142857,0.01,0.02,0.03
3023,0.0,0.0,0.1,0.04,0.04,0.01,0.0,0.01,0.06,0.03,0.02
3024,0.01,0.03166666666666667,0.105,0.115,0.03333333333333333,0.0425,0.01,0.02,0.01,0.01,0.0
3025,0.0,0.045,0.36,0.13,0.03,0.01,0.0,0.015,0.04,0.0,0.003333333333333333
3026,0.01,0.015,0.03,0.04,0.01,0.0,0.0,0.0,0.6,0.0,0.0
3027,0.003333333333333333,0.02,0.139,0.17083333333333336,0.095,0.005,0.015,0.05,0.09,0.01,0.04
3028,0.0,0.14,0.05,0.1,0.05,0.09,0.0,0.0,0.0,0.0,0.0
3029,0.02,0.07666666666666667,0.06666666666666667,0.11900000000000001,0.02,0.09,0.006666666666666666,0.02,0.02,0.0,0.0
3030,0.0,0.01,0.355,0.02,0.03333333333333333,0.0,0.04,0.02,0.0,0.02,0.03
3031,0.02,0.03333333333333333,0.1433333333333333,0.03,0.09,0.03,0.01,0.0,0.02,0.0,0.01
3032,0.02,0.01,0.10666666666666667,0.04333333333333333,0.05,0.03,0.03,0.03666666666666667,0.01,0.03,0.01
3033,0.0,0.06,0.19333333333333336,0.12,0.04,0.003333333333333333,0.01,0.02,0.0,0.03,0.0
3034,0.035,0.03,0.0925,0.065,0.1,0.0,0.0,0.0,0.0,0.0,0.01
3035,0.0,0.0,0.05,0.01,0.01,0.01,0.0,0.0,0.02,0.01,0.02
3036,0.0,0.02,0.0,0.0,0.1,0.07,0.0,0.0,0.0,0.0,0.01
3037,0.01,0.03916666666666666,0.204,0.04,0.07,0.05,0.07,0.056666666666666664,0.03,0.01,0.05
3038,0.0,0.0,0.01,0.006428571428571428,0.01,0.02,0.0,0.0,0.91,0.0,0.0
3039,0.0,0.01,0.03,0.01,0.08,0.04,0.01,0.0,0.02,0.0,0.0
3040,0.0,0.0,0.0,0.01,0.02,0.01,0.0,0.02,0.0,0.0,0.0
3041,0.0,0.03,0.09916666666666668,0.015,0.01,0.0,0.0,0.0,0.01,0.01,0.0
3042,0.02,0.03,0.15666666666666668,0.085,0.08,0.086,0.02,0.02,0.01,0.0,0.013999999999999999
3043,0.03,0.01,0.3,0.04,0.08,0.08,0.0,0.03,0.01,0.0,0.01
3044,0.01,0.05,0.17833333333333332,0.08,0.51,0.15,0.0,0.01,0.0,0.0,0.0
3045,0.0,0.03333333333333333,0.04,0.06,0.04,0.045,0.0,0.02,0.0,0.01,0.02
3046,0.01,0.05,0.14666666666666667,0.185,0.06666666666666667,0.04,0.03,0.05333333333333333,0.04,0.0,0.01
3047,0.005,0.02,0.0,0.13666666666666666,0.0375,0.04,0.0,0.01,0.01,0.0,0.0
3048,0.0,0.0525,0.07666666666666667,0.02,0.01,0.025,0.0,0.01,0.02,0.03,0.01
3049,0.0,0.01,0.04,0.03666666666666667,0.05,0.05,0.0,0.0815,0.0,0.0,0.02
3050,0.04666666666666666,0.04100000000000001,0.8639999999999999,0.2383333333333333,0.0,0.0,0.01,0.0,0.0,0.0,0.0
3051,0.0,0.0,0.0,0.01,0.03,0.01,0.03,0.0,0.01,0.0,0.0
3052,0.01,0.05,0.0,0.32,0.13,0.04,0.0,0.03,0.0,0.0,0.01
3053,0.01,0.0,0.33,0.03666666666666667,0.06,0.01,0.0,0.0,0.02,0.0,0.0
3054,0.0,0.04333333333333333,0.075,0.0375,0.05333333333333333,0.04,0.011666666666666665,0.03,0.01,0.02,0.016666666666666666
3055,0.03,0.036000000000000004,0.09,0.03,0.04333333333333333,0.05,0.0,0.0025,0.03,0.01,0.02
3056,0.01,0.0165,0.17,0.15585714285714286,0.22166666666666665,0.09,0.02,0.0898809523809524,0.01,0.01,0.0
3057,0.0,0.025,0.16,0.04333333333333333,0.05,0.03,0.0,0.0,0.0,0.01,0.0
3058,0.01,0.005,0.03,0.02,0.02,0.07,0.0,0.02,0.0,0.0,0.01
3059,0.0,0.07,0.21,0.045,0.2316666666666667,0.0925,0.0,0.02,0.01,0.0,0.0
3060,0.02,0.023333333333333334,0.09,0.01,0.08,0.25,0.0,0.01,0.0,0.0,0.02
3061,0.05,0.025,0.06,0.3446666666666667,0.025,0.0025,0.02,0.3181666666666667,0.01,0.01,0.01
3062,0.0,0.01,0.086,0.018000000000000002,0.06,0.04,0.0,0.05,0.04,0.01,0.0
3063,0.02,0.01,0.03,0.0325,0.04,0.03,0.01,0.05,0.0,0.01,0.02
3064,0.0,0.04,0.02,0.03,0.23,0.19,0.01,0.0,0.0,0.0,0.0
3065,0.0,0.01,0.1,0.02,0.04,0.0,0.0,0.02,0.0,0.03,0.0
3066,0.0,0.02,0.0,0.0,0.0,0.002,0.0,0.0,0.88,0.0,0.01
3067,0.0,0.054333333333333324,0.03,0.028452380952380955,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3068,0.0,0.02,0.08,0.07,0.16,0.06,0.013333333333333332,0.01,0.0,0.0,0.0
3069,0.026666666666666665,0.0925,0.02,0.04,0.01,0.02,0.0,0.0,0.01,0.0,0.0
3070,0.02,0.02,0.03,0.3833333333333333,0.01,0.01,0.31,0.01,0.0,0.0,0.01
3071,0.0,0.0,0.04,0.01,0.21,0.065,0.03,0.01,0.0,0.04,0.0
3072,0.01,0.06,0.03,0.04,0.04,0.01,0.002,0.04,0.01,0.0,0.02
3073,0.0,0.0,0.02,0.005,0.21,0.02,0.0,0.0,0.0,0.0,0.0
3074,0.01,0.005,0.07,0.05,0.03,0.21966666666666665,0.02,0.02,0.0,0.0,0.01
3075,0.0,0.18333333333333332,0.05,0.07400000000000001,0.2525,0.0855,0.0,0.01,0.01,0.0,0.0
3076,0.0,0.02,0.06,0.03,0.04,0.03,0.01,0.0,0.0,0.0,0.0
3077,0.0,0.01,0.07,0.0,0.0,0.04,0.01,0.01,0.0,0.0,0.09
3078,0.0,0.02,0.06,0.0275,0.135,0.08,0.0,0.0,0.0,0.0,0.01
3079,0.01,0.015,0.065,0.075,0.015,0.06833333333333333,0.0,0.06,0.01,0.0,0.01
3080,0.0,0.01,0.09333333333333334,0.06,0.065,0.045,0.01,0.01,0.01,0.02,0.02
3081,0.0,0.0,0.07,0.04,0.11,0.07,0.0,0.02,0.0,0.0,0.0
3082,0.0,0.07,0.19,0.0725,0.0575,0.06,0.0,0.01,0.0,0.01,0.0
3083,0.03,0.0275,0.07,0.18,0.04,0.08,0.0,0.0275,0.0,0.0,0.05
3084,0.0,0.02,0.05,0.02,0.09,0.14,0.01,0.02,0.03,0.0,0.0
3085,0.01,0.07,0.02,0.03,0.07,0.0,0.0,0.02,0.01,0.03,0.01
3086,0.2065,0.0,0.0225,0.035,0.03666666666666667,0.056666666666666664,0.0,0.0,0.01,0.0,0.0
3087,0.01,0.085,0.11,0.06,0.03,0.0,0.003333333333333333,0.03,0.01,0.02,0.03
3088,0.0,0.0,0.01,0.0,0.03,0.13,0.0,0.02,0.0,0.0,0.0
3089,0.02,0.0525,0.1,0.06,0.03,0.0,0.01,0.01,0.68,0.0,0.03
3090,0.3645952380952381,0.38833333333333336,0.08,0.41278571428571426,0.29783333333333334,0.4718333333333334,0.02,0.025,0.02,0.0,0.02
3091,0.03,0.05,0.13,0.01,0.08,0.06,0.0,0.05,0.04,0.0,0.01
3092,0.0,0.01,0.03,0.0,0.31,0.31,0.0,0.0,0.0,0.0,0.01
3093,0.0,0.0,0.02,0.02,0.42,0.24,0.0,0.0,0.0,0.0,0.0
3094,0.0,0.3176666666666667,0.21061904761904762,0.26833333333333337,0.08,0.0,0.0,0.02,0.0,0.0,0.0
3095,0.01,0.08,0.1,0.05,0.07,0.03333333333333333,0.0,0.02,0.01,0.02,0.01
3096,0.01,0.03,0.03,0.03,0.04,0.13,0.0,0.006666666666666666,0.03,0.0,0.0
3097,0.02,0.05,0.12666666666666668,0.114,0.08,0.026666666666666665,0.01,0.06,0.06,0.0,0.03
3098,0.0,0.02,0.33,0.06,0.08333333333333334,0.05,0.0,0.02,0.0,0.01,0.0
3099,0.0,0.0,0.03,0.01,0.06,0.07,0.0,0.0,0.0,0.0,0.0
3100,0.0,0.01,0.04333333333333333,0.045,0.06,0.03,0.0,0.01,0.0,0.0,0.0
3101,0.04633333333333333,0.0275,0.05,0.11533333333333333,0.1875,0.20366666666666666,0.01,0.0,0.05,0.0,0.0
3102,0.0,0.02,0.01,0.01,0.09,0.03,0.0,0.0,0.0,0.0,0.01
3103,0.03,0.09,0.55,0.17,0.02,0.01,0.02,0.022000000000000002,0.0,0.0,0.01
3104,0.01,0.0525,0.115,0.09333333333333332,0.09,0.05,0.04,0.0,0.04,0.0,0.03
3105,0.008,0.0,0.5573333333333333,0.01,0.1725,0.02,0.11,0.01,0.03,0.0,0.02
3106,0.0,0.0,0.02,0.01,0.4018333333333333,0.01,0.01,0.0,0.0,0.0,0.07
3107,0.0,0.01,0.13,0.04,0.03,0.02,0.01,0.003333333333333333,0.0,0.0,0.0
3108,0.0,0.0,0.02,0.0,0.42666666666666664,0.14,0.04333333333333334,0.02,0.0,0.0,0.0
3109,0.012857142857142855,0.035,0.13583333333333333,0.01,0.04333333333333334,0.02,0.01,0.01,0.0,0.0,0.0
3110,0.0,0.01,0.08,0.02,0.66,0.18,0.01,0.0,0.0,0.01,0.0
3111,0.0,0.01,0.01,0.57,0.02,0.01,0.01,0.0,0.0,0.01,0.0
3112,0.0,0.03571428571428571,0.33761904761904754,0.24910714285714286,0.01,0.04,0.003333333333333333,0.03,0.01,0.01,0.01
3113,0.013333333333333332,0.01,0.11,0.04,0.09,0.03,0.0,0.08,0.0,0.0,0.05
3114,0.0,0.05,0.05,0.02,0.12,0.08,0.0,0.0,0.0,0.0,0.0
3115,0.01,0.065,0.095,0.05,0.18,0.15,0.01,0.05,0.03,0.0,0.02
3116,0.01,0.02,0.08666666666666666,0.044500000000000005,0.1,0.05,0.04,0.04,0.02,0.01,0.02
3117,0.0,0.3942142857142857,0.02,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3118,0.02,0.02333333333333333,0.43,0.16,0.07,0.02,0.0,0.01,0.04,0.04,0.03666666666666667
3119,0.07942857142857142,0.1631666666666667,0.06,0.3886666666666667,0.01,0.1345,0.0,0.005,0.02,0.02,0.03
3120,0.0,0.22541666666666668,0.03,0.31766666666666665,0.08,0.14,0.01,0.04,0.0,0.01,0.06
3121,0.323047619047619,0.3225476190476189,0.01,0.30217063492063484,0.0,0.0,0.0,0.0,0.0,0.0,0.01
3122,0.042,0.01,0.025,0.0,0.04,0.005,0.04,0.01,0.0,0.0,0.0
3123,0.03,0.04,0.125,0.155,0.11,0.07,0.015,0.015,0.0,0.03,0.0
3124,0.01,0.0,0.095,0.0,0.006666666666666666,0.0,0.0,0.01,0.0,0.0,0.0
3125,0.0,0.0,0.02,0.02333333333333333,0.1175,0.14833333333333334,0.028333333333333332,0.01,0.0,0.0,0.01
3126,0.0,0.025,0.024,0.0225,0.04,0.0,0.01,0.0,0.02,0.01,0.03
3127,0.07333333333333333,0.06,0.13,0.091,0.06,0.06,0.01,0.01,0.01,0.0,0.0
3128,0.06,0.016666666666666666,0.105,0.0625,0.09925,0.07,0.01,0.02,0.02,0.01,0.06
3129,0.013999999999999999,0.01,0.03,0.1655,0.06133333333333334,0.1125,0.0,0.0,0.0,0.0,0.01
3130,0.0,0.0,0.02,0.0,0.07,0.09,0.01,0.0,0.0,0.04,0.0
3131,0.01,0.02,0.12,0.01,0.08199999999999999,0.02,0.0,0.0,0.0,0.03,0.01
3132,0.01,0.0,0.09666666666666668,0.055,0.03,0.03,0.01,0.03,0.03,0.02,0.04
3133,0.0,0.01,0.04,0.005,0.0,0.01,0.0,0.0,0.11,0.0,0.0
